src,dst,relation
sess-f9e51d2014,svc-backup,observed_user
camp-9e1cfbf2b4,198.51.10.78,originates_from_ip
sess-f9e51d2014,priya,observed_user
sess-2ce4da365c,samir,observed_user
sess-2ce4da365c,samir,observed_user
sess-2ce4da365c,samir,observed_user
sess-2ce4da365c,samir,observed_user
sess-4f926509b4,samir,observed_user
sess-4f926509b4,alex,observed_user
sess-4f926509b4,maria,observed_user
sess-4f926509b4,priya,observed_user
sess-4f926509b4,maria,observed_user
sess-64e2d7830b,samir,observed_user
sess-64e2d7830b,samir,observed_user
sess-64e2d7830b,priya,observed_user
camp-e53d27fd4f,198.51.100.210,originates_from_ip
camp-e53d27fd4f,198.51.10.225,originates_from_ip
sess-bc2f46d375,maria,observed_user
camp-e53d27fd4f,45.83.64.197,originates_from_ip
sess-bc2f46d375,root,observed_user
camp-e53d27fd4f,198.51.100.210,originates_from_ip
camp-e53d27fd4f,198.51.100.210,originates_from_ip
camp-e53d27fd4f,198.51.10.57,originates_from_ip
sess-bc2f46d375,priya,observed_user
camp-e53d27fd4f,45.83.64.197,originates_from_ip
sess-bc2f46d375,ubuntu,observed_user
camp-e53d27fd4f,185.220.101.200,originates_from_ip
sess-bc2f46d375,admin,observed_user
camp-e53d27fd4f,185.220.101.200,originates_from_ip
sess-bc2f46d375,root,observed_user
camp-e53d27fd4f,185.220.101.200,originates_from_ip
sess-bc2f46d375,root,observed_user
camp-e53d27fd4f,185.220.101.8,originates_from_ip
sess-bc2f46d375,ubuntu,observed_user
camp-e53d27fd4f,185.220.101.8,originates_from_ip
sess-bc2f46d375,ubuntu,observed_user
camp-e53d27fd4f,185.220.101.8,originates_from_ip
sess-bc2f46d375,admin,observed_user
camp-e53d27fd4f,185.220.101.148,originates_from_ip
sess-bc2f46d375,root,observed_user
camp-e53d27fd4f,198.51.100.210,originates_from_ip
camp-e53d27fd4f,185.220.101.148,originates_from_ip
sess-bc2f46d375,ubuntu,observed_user
camp-e53d27fd4f,185.220.101.148,originates_from_ip
sess-bc2f46d375,admin,observed_user
camp-e53d27fd4f,198.51.10.220,originates_from_ip
sess-bc2f46d375,maria,observed_user
camp-e53d27fd4f,10.10.20.75,originates_from_ip
sess-bc2f46d375,root,observed_user
camp-e53d27fd4f,198.51.100.210,originates_from_ip
camp-e53d27fd4f,10.10.20.75,originates_from_ip
sess-bc2f46d375,admin,observed_user
camp-e53d27fd4f,10.10.20.75,originates_from_ip
sess-bc2f46d375,root,observed_user
camp-e53d27fd4f,10.10.20.75,originates_from_ip
sess-bc2f46d375,svc-backup,observed_user
camp-e53d27fd4f,198.51.100.210,originates_from_ip
camp-e53d27fd4f,198.51.10.141,originates_from_ip
sess-bc2f46d375,priya,observed_user
camp-e53d27fd4f,198.51.100.210,originates_from_ip
sess-b5fc2cfdf7,priya,observed_user
sess-b5fc2cfdf7,samir,observed_user
sess-b5fc2cfdf7,priya,observed_user
sess-b5fc2cfdf7,maria,observed_user
sess-b5fc2cfdf7,priya,observed_user
sess-b5fc2cfdf7,priya,observed_user
camp-f0162203c6,45.83.64.63,originates_from_ip
sess-3f454d9516,svc-backup,observed_user
camp-f0162203c6,198.51.100.103,originates_from_ip
camp-f0162203c6,198.51.10.145,originates_from_ip
sess-3f454d9516,priya,observed_user
camp-f0162203c6,45.83.64.63,originates_from_ip
sess-3f454d9516,root,observed_user
camp-f0162203c6,45.83.64.63,originates_from_ip
sess-3f454d9516,admin,observed_user
camp-f0162203c6,45.83.64.63,originates_from_ip
sess-3f454d9516,admin,observed_user
camp-f0162203c6,198.51.100.103,originates_from_ip
camp-f0162203c6,45.83.64.63,originates_from_ip
sess-3f454d9516,admin,observed_user
camp-f0162203c6,185.220.101.8,originates_from_ip
sess-3f454d9516,root,observed_user
camp-f0162203c6,185.220.101.8,originates_from_ip
sess-3f454d9516,root,observed_user
camp-f0162203c6,185.220.101.8,originates_from_ip
sess-3f454d9516,root,observed_user
camp-f0162203c6,185.220.101.8,originates_from_ip
sess-3f454d9516,admin,observed_user
camp-f0162203c6,198.51.10.78,originates_from_ip
sess-3f454d9516,samir,observed_user
camp-f0162203c6,185.220.101.8,originates_from_ip
sess-3f454d9516,admin,observed_user
camp-f0162203c6,185.220.101.8,originates_from_ip
sess-3f454d9516,admin,observed_user
camp-f0162203c6,198.51.10.209,originates_from_ip
sess-3f454d9516,maria,observed_user
camp-f0162203c6,185.220.101.86,originates_from_ip
sess-3f454d9516,ubuntu,observed_user
camp-f0162203c6,185.220.101.86,originates_from_ip
sess-3f454d9516,ubuntu,observed_user
camp-f0162203c6,198.51.100.103,originates_from_ip
camp-f0162203c6,185.220.101.86,originates_from_ip
sess-3f454d9516,svc-backup,observed_user
camp-f0162203c6,185.220.101.86,originates_from_ip
sess-3f454d9516,ubuntu,observed_user
camp-f0162203c6,185.220.101.207,originates_from_ip
sess-3f454d9516,svc-backup,observed_user
camp-f0162203c6,185.220.101.207,originates_from_ip
sess-3f454d9516,ubuntu,observed_user
camp-f0162203c6,10.10.20.241,originates_from_ip
sess-3f454d9516,root,observed_user
camp-f0162203c6,198.51.10.202,originates_from_ip
sess-3f454d9516,maria,observed_user
camp-f0162203c6,198.51.100.103,originates_from_ip
camp-f0162203c6,10.10.20.241,originates_from_ip
sess-3f454d9516,svc-backup,observed_user
camp-f0162203c6,198.51.100.103,originates_from_ip
sess-97b7c1ae91,alex,observed_user
sess-97b7c1ae91,alex,observed_user
sess-97b7c1ae91,alex,observed_user
camp-f38058da1f,45.83.64.212,originates_from_ip
sess-6bcff64a99,admin,observed_user
camp-f38058da1f,198.51.100.144,originates_from_ip
camp-f38058da1f,45.83.64.212,originates_from_ip
sess-6bcff64a99,root,observed_user
camp-f38058da1f,198.51.100.144,originates_from_ip
camp-f38058da1f,185.220.101.229,originates_from_ip
sess-6bcff64a99,root,observed_user
camp-f38058da1f,185.220.101.229,originates_from_ip
sess-6bcff64a99,ubuntu,observed_user
camp-f38058da1f,185.220.101.229,originates_from_ip
sess-6bcff64a99,ubuntu,observed_user
camp-f38058da1f,185.220.101.229,originates_from_ip
sess-6bcff64a99,root,observed_user
camp-f38058da1f,185.220.101.229,originates_from_ip
sess-6bcff64a99,root,observed_user
camp-f38058da1f,185.220.101.229,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,185.220.101.94,originates_from_ip
sess-6bcff64a99,ubuntu,observed_user
camp-f38058da1f,185.220.101.94,originates_from_ip
sess-6bcff64a99,ubuntu,observed_user
camp-f38058da1f,198.51.10.101,originates_from_ip
sess-6bcff64a99,maria,observed_user
camp-f38058da1f,185.220.101.94,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,185.220.101.28,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,185.220.101.28,originates_from_ip
sess-6bcff64a99,admin,observed_user
camp-f38058da1f,198.51.100.144,originates_from_ip
camp-f38058da1f,185.220.101.28,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,10.10.20.135,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,10.10.20.135,originates_from_ip
sess-6bcff64a99,admin,observed_user
camp-f38058da1f,10.10.20.135,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,198.51.10.71,originates_from_ip
sess-6bcff64a99,maria,observed_user
camp-f38058da1f,10.10.20.135,originates_from_ip
sess-6bcff64a99,root,observed_user
camp-f38058da1f,10.10.20.135,originates_from_ip
sess-6bcff64a99,svc-backup,observed_user
camp-f38058da1f,198.51.10.151,originates_from_ip
sess-6bcff64a99,alex,observed_user
camp-f38058da1f,198.51.100.144,originates_from_ip
camp-f38058da1f,198.51.100.144,originates_from_ip
camp-f38058da1f,198.51.10.131,originates_from_ip
sess-6bcff64a99,samir,observed_user
camp-f38058da1f,198.51.10.68,originates_from_ip
sess-6bcff64a99,alex,observed_user
camp-f38058da1f,198.51.10.59,originates_from_ip
sess-6bcff64a99,priya,observed_user
sess-f0f3c72c93,samir,observed_user
sess-f0f3c72c93,samir,observed_user
sess-f0f3c72c93,priya,observed_user
sess-f0f3c72c93,maria,observed_user
sess-f0f3c72c93,samir,observed_user
sess-7c0a3528ff,maria,observed_user
sess-7c0a3528ff,maria,observed_user
sess-7c0a3528ff,alex,observed_user
sess-ab3bf52697,maria,observed_user
sess-ab3bf52697,alex,observed_user
sess-ab3bf52697,alex,observed_user
sess-ab3bf52697,samir,observed_user
sess-ab3bf52697,priya,observed_user
sess-e1a7567779,priya,observed_user
sess-e1a7567779,samir,observed_user
sess-e1a7567779,alex,observed_user
sess-8ba395af44,alex,observed_user
sess-8ba395af44,priya,observed_user
sess-8ba395af44,samir,observed_user
camp-6e2a834635,45.83.64.102,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,198.51.100.53,originates_from_ip
camp-6e2a834635,45.83.64.102,originates_from_ip
sess-5c949b49b2,svc-backup,observed_user
camp-6e2a834635,198.51.10.141,originates_from_ip
sess-5c949b49b2,maria,observed_user
camp-6e2a834635,198.51.100.53,originates_from_ip
camp-6e2a834635,45.83.64.42,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,45.83.64.42,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,45.83.64.42,originates_from_ip
sess-5c949b49b2,svc-backup,observed_user
camp-6e2a834635,198.51.100.53,originates_from_ip
camp-6e2a834635,45.83.64.42,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,198.51.100.53,originates_from_ip
camp-6e2a834635,198.51.10.244,originates_from_ip
sess-5c949b49b2,priya,observed_user
camp-6e2a834635,45.83.64.42,originates_from_ip
sess-5c949b49b2,svc-backup,observed_user
camp-6e2a834635,198.51.10.148,originates_from_ip
sess-5c949b49b2,alex,observed_user
camp-6e2a834635,185.220.101.117,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,185.220.101.117,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,185.220.101.117,originates_from_ip
sess-5c949b49b2,admin,observed_user
camp-6e2a834635,198.51.10.122,originates_from_ip
sess-5c949b49b2,priya,observed_user
camp-6e2a834635,185.220.101.117,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,185.220.101.117,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,185.220.101.160,originates_from_ip
sess-5c949b49b2,svc-backup,observed_user
camp-6e2a834635,185.220.101.160,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,185.220.101.160,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,185.220.101.160,originates_from_ip
sess-5c949b49b2,admin,observed_user
camp-6e2a834635,198.51.100.53,originates_from_ip
camp-6e2a834635,185.220.101.160,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,10.10.20.49,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,10.10.20.49,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,10.10.20.49,originates_from_ip
sess-5c949b49b2,admin,observed_user
camp-6e2a834635,10.10.20.49,originates_from_ip
sess-5c949b49b2,ubuntu,observed_user
camp-6e2a834635,10.10.20.192,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,10.10.20.192,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,10.10.20.192,originates_from_ip
sess-5c949b49b2,root,observed_user
camp-6e2a834635,198.51.100.53,originates_from_ip
camp-6e2a834635,10.10.20.192,originates_from_ip
sess-5c949b49b2,admin,observed_user
camp-6e2a834635,10.10.20.192,originates_from_ip
sess-5c949b49b2,admin,observed_user
sess-1e76c06a58,alex,observed_user
sess-1e76c06a58,samir,observed_user
sess-1e76c06a58,alex,observed_user
sess-1e76c06a58,maria,observed_user
sess-1e76c06a58,alex,observed_user
sess-057f1f1334,maria,observed_user
sess-057f1f1334,samir,observed_user
sess-057f1f1334,alex,observed_user
sess-057f1f1334,priya,observed_user
sess-057f1f1334,samir,observed_user
camp-36b94d6dcc,45.83.64.45,originates_from_ip
sess-c39884bc06,svc-backup,observed_user
camp-36b94d6dcc,198.51.100.209,originates_from_ip
camp-36b94d6dcc,45.83.64.45,originates_from_ip
sess-c39884bc06,ubuntu,observed_user
camp-36b94d6dcc,198.51.10.135,originates_from_ip
sess-c39884bc06,samir,observed_user
camp-36b94d6dcc,198.51.100.209,originates_from_ip
camp-36b94d6dcc,45.83.64.45,originates_from_ip
sess-c39884bc06,ubuntu,observed_user
camp-36b94d6dcc,185.220.101.96,originates_from_ip
sess-c39884bc06,admin,observed_user
camp-36b94d6dcc,185.220.101.96,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,185.220.101.96,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,198.51.100.209,originates_from_ip
camp-36b94d6dcc,185.220.101.96,originates_from_ip
sess-c39884bc06,admin,observed_user
camp-36b94d6dcc,185.220.101.157,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,185.220.101.157,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,198.51.10.74,originates_from_ip
sess-c39884bc06,alex,observed_user
camp-36b94d6dcc,185.220.101.157,originates_from_ip
sess-c39884bc06,admin,observed_user
camp-36b94d6dcc,185.220.101.197,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,185.220.101.197,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,185.220.101.197,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,198.51.100.209,originates_from_ip
camp-36b94d6dcc,185.220.101.197,originates_from_ip
sess-c39884bc06,ubuntu,observed_user
camp-36b94d6dcc,10.10.20.194,originates_from_ip
sess-c39884bc06,ubuntu,observed_user
camp-36b94d6dcc,198.51.100.209,originates_from_ip
camp-36b94d6dcc,10.10.20.194,originates_from_ip
sess-c39884bc06,svc-backup,observed_user
camp-36b94d6dcc,10.10.20.194,originates_from_ip
sess-c39884bc06,root,observed_user
camp-36b94d6dcc,198.51.10.88,originates_from_ip
sess-c39884bc06,priya,observed_user
camp-36b94d6dcc,198.51.10.24,originates_from_ip
sess-c39884bc06,priya,observed_user
camp-36b94d6dcc,198.51.10.134,originates_from_ip
sess-c39884bc06,samir,observed_user
sess-90b92471f0,alex,observed_user
sess-90b92471f0,priya,observed_user
sess-90b92471f0,maria,observed_user
sess-90b92471f0,priya,observed_user
sess-02866970a2,maria,observed_user
sess-02866970a2,alex,observed_user
sess-02866970a2,maria,observed_user
sess-02866970a2,priya,observed_user
sess-02866970a2,alex,observed_user
camp-fcbfd1db5e,45.83.64.246,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,198.51.100.178,originates_from_ip
camp-fcbfd1db5e,45.83.64.246,originates_from_ip
sess-4899aa0069,ubuntu,observed_user
camp-fcbfd1db5e,45.83.64.83,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,45.83.64.83,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,198.51.10.137,originates_from_ip
sess-4899aa0069,samir,observed_user
camp-fcbfd1db5e,198.51.100.178,originates_from_ip
camp-fcbfd1db5e,198.51.100.178,originates_from_ip
camp-fcbfd1db5e,198.51.10.132,originates_from_ip
sess-4899aa0069,maria,observed_user
camp-fcbfd1db5e,45.83.64.83,originates_from_ip
sess-4899aa0069,ubuntu,observed_user
camp-fcbfd1db5e,185.220.101.31,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,185.220.101.31,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,185.220.101.31,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,185.220.101.31,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,198.51.100.178,originates_from_ip
camp-fcbfd1db5e,185.220.101.31,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,185.220.101.31,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,198.51.10.104,originates_from_ip
sess-4899aa0069,alex,observed_user
camp-fcbfd1db5e,185.220.101.8,originates_from_ip
sess-4899aa0069,root,observed_user
camp-fcbfd1db5e,185.220.101.8,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,185.220.101.8,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,185.220.101.8,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,185.220.101.8,originates_from_ip
sess-4899aa0069,ubuntu,observed_user
camp-fcbfd1db5e,198.51.100.178,originates_from_ip
camp-fcbfd1db5e,10.10.20.16,originates_from_ip
sess-4899aa0069,root,observed_user
camp-fcbfd1db5e,10.10.20.16,originates_from_ip
sess-4899aa0069,admin,observed_user
camp-fcbfd1db5e,10.10.20.16,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,10.10.20.151,originates_from_ip
sess-4899aa0069,root,observed_user
camp-fcbfd1db5e,198.51.100.178,originates_from_ip
camp-fcbfd1db5e,10.10.20.151,originates_from_ip
sess-4899aa0069,svc-backup,observed_user
camp-fcbfd1db5e,10.10.20.151,originates_from_ip
sess-4899aa0069,ubuntu,observed_user
sess-4d4775791c,priya,observed_user
sess-4d4775791c,alex,observed_user
sess-4d4775791c,samir,observed_user
sess-7cc3cad350,maria,observed_user
sess-7cc3cad350,samir,observed_user
sess-7cc3cad350,samir,observed_user
sess-7cc3cad350,samir,observed_user
sess-7cc3cad350,maria,observed_user
sess-96e585d573,samir,observed_user
sess-96e585d573,alex,observed_user
sess-96e585d573,maria,observed_user
sess-892558d00c,priya,observed_user
sess-892558d00c,samir,observed_user
sess-892558d00c,alex,observed_user
sess-892558d00c,samir,observed_user
sess-892558d00c,samir,observed_user
sess-892558d00c,alex,observed_user
sess-c44f451efc,priya,observed_user
sess-c44f451efc,alex,observed_user
sess-c44f451efc,maria,observed_user
sess-c44f451efc,samir,observed_user
sess-c44f451efc,samir,observed_user
sess-4e782c4293,maria,observed_user
sess-4e782c4293,priya,observed_user
sess-4e782c4293,priya,observed_user
sess-4e782c4293,priya,observed_user
sess-4e782c4293,samir,observed_user
camp-afc1d7728c,45.83.64.145,originates_from_ip
sess-30f98ac250,root,observed_user
camp-afc1d7728c,198.51.10.239,originates_from_ip
sess-30f98ac250,maria,observed_user
camp-afc1d7728c,45.83.64.145,originates_from_ip
sess-30f98ac250,ubuntu,observed_user
camp-afc1d7728c,45.83.64.145,originates_from_ip
sess-30f98ac250,admin,observed_user
camp-afc1d7728c,198.51.100.151,originates_from_ip
camp-afc1d7728c,45.83.64.145,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,185.220.101.175,originates_from_ip
sess-30f98ac250,admin,observed_user
camp-afc1d7728c,198.51.10.195,originates_from_ip
sess-30f98ac250,priya,observed_user
camp-afc1d7728c,185.220.101.175,originates_from_ip
sess-30f98ac250,root,observed_user
camp-afc1d7728c,185.220.101.175,originates_from_ip
sess-30f98ac250,root,observed_user
camp-afc1d7728c,185.220.101.163,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,185.220.101.163,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,198.51.100.151,originates_from_ip
camp-afc1d7728c,185.220.101.163,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,185.220.101.166,originates_from_ip
sess-30f98ac250,root,observed_user
camp-afc1d7728c,185.220.101.166,originates_from_ip
sess-30f98ac250,root,observed_user
camp-afc1d7728c,185.220.101.166,originates_from_ip
sess-30f98ac250,ubuntu,observed_user
camp-afc1d7728c,198.51.100.151,originates_from_ip
camp-afc1d7728c,185.220.101.166,originates_from_ip
sess-30f98ac250,ubuntu,observed_user
camp-afc1d7728c,198.51.10.215,originates_from_ip
sess-30f98ac250,maria,observed_user
camp-afc1d7728c,185.220.101.166,originates_from_ip
sess-30f98ac250,ubuntu,observed_user
camp-afc1d7728c,10.10.20.213,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,10.10.20.213,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,198.51.100.151,originates_from_ip
camp-afc1d7728c,10.10.20.213,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,10.10.20.213,originates_from_ip
sess-30f98ac250,svc-backup,observed_user
camp-afc1d7728c,198.51.100.151,originates_from_ip
camp-afc1d7728c,198.51.10.230,originates_from_ip
sess-30f98ac250,priya,observed_user
camp-afc1d7728c,198.51.10.2,originates_from_ip
sess-30f98ac250,alex,observed_user
sess-a9fa4e9131,alex,observed_user
sess-a9fa4e9131,alex,observed_user
sess-a9fa4e9131,priya,observed_user
sess-a9fa4e9131,maria,observed_user
sess-dad6bb42dc,maria,observed_user
sess-dad6bb42dc,samir,observed_user
sess-dad6bb42dc,samir,observed_user
sess-dad6bb42dc,maria,observed_user
sess-dad6bb42dc,alex,observed_user
sess-dad6bb42dc,samir,observed_user
sess-f240d82143,priya,observed_user
sess-f240d82143,maria,observed_user
sess-f240d82143,samir,observed_user
sess-f240d82143,alex,observed_user
sess-f240d82143,samir,observed_user
sess-f15d13f483,maria,observed_user
sess-f15d13f483,samir,observed_user
sess-f15d13f483,maria,observed_user
sess-f15d13f483,priya,observed_user
sess-f15d13f483,alex,observed_user
sess-8408b811b9,alex,observed_user
sess-8408b811b9,samir,observed_user
sess-8408b811b9,alex,observed_user
sess-8408b811b9,samir,observed_user
sess-45f2f89fc1,alex,observed_user
sess-45f2f89fc1,priya,observed_user
sess-45f2f89fc1,priya,observed_user
sess-45f2f89fc1,samir,observed_user
sess-45f2f89fc1,maria,observed_user
sess-4d85205477,alex,observed_user
sess-4d85205477,samir,observed_user
sess-4d85205477,priya,observed_user
sess-4d85205477,samir,observed_user
sess-4d85205477,samir,observed_user
sess-4d85205477,priya,observed_user
